abv,ibu,id,name,style,brewery_id,ounces,brewery_idbrewery_,namebrewery_,city,state
0.07,70.0,1109,Descender IPA,American IPA,464,12.0,464,Good Life Brewing Company,Bend, OR
0.06,18.0,1108,Sweet As Pacific Ale,American Pale Wheat Ale,464,12.0,464,Good Life Brewing Company,Bend, OR
0.0559999999999999,36.0,1000,Good People Pale Ale,American Pale Ale (APA),478,12.0,478,Good People Brewing Company,Birmingham, AL
0.093,103.0,312,Snake Handler Double IPA,American Double / Imperial IPA,478,12.0,478,Good People Brewing Company,Birmingham, AL
0.06,54.0,311,Coffee Oatmeal Stout,Oatmeal Stout,478,12.0,478,Good People Brewing Company,Birmingham, AL
0.06,64.0,309,Good People IPA,American IPA,478,12.0,478,Good People Brewing Company,Birmingham, AL
0.0579999999999999,36.0,308,Good People American Brown Ale,American Brown Ale,478,12.0,478,Good People Brewing Company,Birmingham, AL
0.055,40.0,2205,Mountain Rescue Pale Ale,American Pale Ale (APA),194,12.0,194,Goodlife Brewing Co.,Bend, OR
0.059,55.0,2198,Goose Island India Pale Ale,American IPA,196,12.0,196,Goose Island Brewery Company,Chicago, IL
0.054,30.0,2457,312 Urban Pale Ale,American Pale Ale (APA),88,16.0,88,Goose Island Brewing Company,Chicago, IL
0.054,30.0,2202,312 Urban Pale Ale,American Pale Ale (APA),88,12.0,88,Goose Island Brewing Company,Chicago, IL
0.042,18.0,2201,312 Urban Wheat Ale,American Pale Wheat Ale,88,16.0,88,Goose Island Brewing Company,Chicago, IL
0.042,18.0,1829,312 Urban Wheat Ale,American Pale Wheat Ale,88,12.0,88,Goose Island Brewing Company,Chicago, IL
0.042,20.0,581,312 Urban Wheat Ale (2012),American Pale Wheat Ale,88,12.0,88,Goose Island Brewing Company,Chicago, IL
0.052,19.0,1383,Beaver Logger,American Pale Lager,420,12.0,420,Gore Range Brewery,Edwards, CO
0.043,21.0,2129,Monarch Classic American Wheat,American Pale Wheat Ale,213,12.0,213,Grapevine Craft Brewery,Farmers Branch, TX
0.049,21.0,2127,Sir William's English Brown Ale,English Brown Ale,213,12.0,213,Grapevine Craft Brewery,Farmers Branch, TX
0.055,35.0,2126,Lakefire Rye Pale Ale,American Pale Ale (APA),213,12.0,213,Grapevine Craft Brewery,Farmers Branch, TX
0.053,22.0,2303,Beer Agent Re-Ignition,American Blonde Ale,165,16.0,165,Great Crescent Brewery,Aurora, IN
0.057,18.0,1990,Cherry Ale,Fruit / Vegetable Beer,165,16.0,165,Great Crescent Brewery,Aurora, IN
0.0559999999999999,33.0,1702,Bourbon Barrel Aged Coconut Porter,American Porter,165,16.0,165,Great Crescent Brewery,Aurora, IN
0.062,60.0,1701,Great Crescent IPA,American IPA,165,16.0,165,Great Crescent Brewery,Aurora, IN
0.057,27.0,1700,Aurora Lager,Dortmunder / Export Lager,165,16.0,165,Great Crescent Brewery,Aurora, IN
0.053,22.0,1699,Great Crescent Blonde Ale,American Blonde Ale,165,16.0,165,Great Crescent Brewery,Aurora, IN
0.0559999999999999,33.0,1269,Great Crescent Coconut Porter,American Porter,165,16.0,165,Great Crescent Brewery,Aurora, IN
0.057,25.0,930,Great Crescent Oktoberfest Lager,Märzen / Oktoberfest,165,16.0,165,Great Crescent Brewery,Aurora, IN
0.045,36.0,649,Great Crescent Brown Ale,American Brown Ale,165,16.0,165,Great Crescent Brewery,Aurora, IN
0.057,18.0,639,Cherry Ale (1),Fruit / Vegetable Beer,165,16.0,165,Great Crescent Brewery,Aurora, IN
0.057,27.0,626,Aurora Lager (2011),Dortmunder / Export Lager,165,16.0,165,Great Crescent Brewery,Aurora, IN
0.06,25.0,615,Frosted Fields Winter Wheat,American Dark Wheat Ale,165,16.0,165,Great Crescent Brewery,Aurora, IN
0.051,13.0,478,Great Crescent Belgian Style Wit,Witbier,165,16.0,165,Great Crescent Brewery,Aurora, IN
0.075,65.0,455,Bourbon's Barrel Stout,American Stout,165,16.0,165,Great Crescent Brewery,Aurora, IN
0.08,66.0,442,Great Crescent Stout,English Stout,165,16.0,165,Great Crescent Brewery,Aurora, IN
0.0559999999999999,33.0,441,Great Crescent Coconut Porter (2012),American Porter,165,16.0,165,Great Crescent Brewery,Aurora, IN
0.057,23.0,440,Great Crescent Dark Lager,Euro Dark Lager,165,16.0,165,Great Crescent Brewery,Aurora, IN
0.042,26.0,439,Great Crescent Mild Ale,English Dark Mild Ale,165,16.0,165,Great Crescent Brewery,Aurora, IN
0.062,60.0,436,Great Crescent IPA (2011),American IPA,165,16.0,165,Great Crescent Brewery,Aurora, IN
0.053,22.0,389,Great Crescent Blonde Ale (2011),American Blonde Ale,165,16.0,165,Great Crescent Brewery,Aurora, IN
0.095,75.0,2644,Yeti  Imperial Stout,Russian Imperial Stout,6,12.0,6,Great Divide Brewing Company,Denver, CO
0.045,15.0,404,Black Star Double Hopped Golden Lager (24 oz.),American Pale Lager,543,24.0,543,Great Northern Brewing Company,Whitefish, MT
0.045,15.0,164,Black Star Double Hopped Golden Lager (12 oz.),American Pale Lager,543,12.0,543,Great Northern Brewing Company,Whitefish, MT
0.052,49.0,1923,Commotion APA,American Pale Ale (APA),269,12.0,269,Great Raft Brewing Company,Shreveport, LA
0.05,5.0,1604,Chickawawa Lemonale,Fruit / Vegetable Beer,365,12.0,365,Great River Brewery,Davenport, IA
0.07,22.0,1574,Barrel Aged Farmer,American Brown Ale,365,16.0,365,Great River Brewery,Davenport, IA
0.048,20.0,1244,Dos Pistolas,Vienna Lager,365,12.0,365,Great River Brewery,Davenport, IA
0.05,30.0,1064,Owney Irish Style Red Ale,Irish Red Ale,365,16.0,365,Great River Brewery,Davenport, IA
0.055,10.0,865,Widespread Wit,Witbier,365,16.0,365,Great River Brewery,Davenport, IA
0.054,30.0,864,Roller Dam Red Ale,Irish Red Ale,365,16.0,365,Great River Brewery,Davenport, IA
0.053,48.0,863,483 Pale Ale,American Pale Ale (APA),365,16.0,365,Great River Brewery,Davenport, IA
0.09,99.0,672,Hop A Potamus Double Dark Rye Pale Ale,Rye Beer,365,16.0,365,Great River Brewery,Davenport, IA
0.07,22.0,655,Farmer Brown Ale,American Brown Ale,365,16.0,365,Great River Brewery,Davenport, IA
0.07,70.0,540,Big Cock IPA,American IPA,365,16.0,365,Great River Brewery,Davenport, IA
0.059,25.0,539,Oktoberfest,Märzen / Oktoberfest,365,16.0,365,Great River Brewery,Davenport, IA
0.048,25.0,517,40th Annual Bix Street Fest Copper Ale (Current),American Amber / Red Ale,365,16.0,365,Great River Brewery,Davenport, IA
0.06,36.0,371,Redband Stout,American Stout,365,16.0,365,Great River Brewery,Davenport, IA
0.053,48.0,190,483 Pale Ale (2010),American Pale Ale (APA),365,16.0,365,Great River Brewery,Davenport, IA
0.054,30.0,189,Roller Dam Red Ale (2010),Irish Red Ale,365,16.0,365,Great River Brewery,Davenport, IA
0.05,30.0,1106,Pablo Beach Pale Ale,American Pale Ale (APA),466,12.0,466,Green Room Brewing,Jacksonville, FL
0.057,44.0,2314,Wild Trail Pale Ale,American Pale Ale (APA),156,12.0,156,Greenbrier Valley Brewing Company,Lewisburg, WV
0.067,71.0,2313,Mothman Black IPA,American Black Ale,156,12.0,156,Greenbrier Valley Brewing Company,Lewisburg, WV
0.085,69.0,2044,Captain's Daughter,American Double / Imperial IPA,86,12.0,86,Grey Sail Brewing Company,Westerly, RI
0.06,54.0,1505,Flying Jenny Extra Pale Ale,American Pale Ale (APA),379,12.0,379,Grey Sail Brewing of Rhode Island,Westerly, RI
0.04,20.0,1186,Hazy Day Belgian-Style Wit,Witbier,379,16.0,379,Grey Sail Brewing of Rhode Island,Westerly, RI
0.06,34.0,984,Leaning Chimney Smoked Porter,American Porter,379,16.0,379,Grey Sail Brewing of Rhode Island,Westerly, RI
0.06,54.0,693,Flying Jenny Extra Pale Ale (2012),American Pale Ale (APA),379,12.0,379,Grey Sail Brewing of Rhode Island,Westerly, RI
0.049,22.0,631,Flagship Ale,Cream Ale,379,12.0,379,Grey Sail Brewing of Rhode Island,Westerly, RI
0.045,6.0,2375,Mr. Blue Sky,American Pale Wheat Ale,124,16.0,124,Griffin Claw Brewing Company,Birmingham, MI
0.05,25.0,2142,Screamin’ Pumpkin,Pumpkin Ale,124,16.0,124,Griffin Claw Brewing Company,Birmingham, MI
0.05,35.0,2141,Grand Trunk Bohemian Pils,Czech Pilsener,124,16.0,124,Griffin Claw Brewing Company,Birmingham, MI
0.065,25.0,2140,El Rojo,American Amber / Red Ale,124,16.0,124,Griffin Claw Brewing Company,Birmingham, MI
0.05,35.0,2138,Grind Line,American Pale Ale (APA),124,16.0,124,Griffin Claw Brewing Company,Birmingham, MI
0.04,55.0,2007,Norm's Gateway IPA,American IPA,124,12.0,124,Griffin Claw Brewing Company,Birmingham, MI
0.063,43.0,2339,Little Red Cap,Altbier,144,12.0,144,Grimm Brothers Brewhouse,Loveland, CO
0.069,67.0,1857,Supergoose IPA,American IPA,290,12.0,290,Hale's Ales,Seattle, WA
0.07,40.0,2026,Pursuit,American IPA,248,12.0,248,Half Full Brewery,Stamford, CT
0.052,18.0,1361,Half Full Bright Ale,American Blonde Ale,248,12.0,248,Half Full Brewery,Stamford, CT
0.046,17.0,1016,Orange Wheat,Fruit / Vegetable Beer,476,12.0,476,Hangar 24 Craft Brewery,Redlands, CA
0.043,14.0,1015,Hangar 24 Helles Lager,Munich Helles Lager,476,12.0,476,Hangar 24 Craft Brewery,Redlands, CA
0.075,70.0,1677,The Great Return,American IPA,343,16.0,343,Hardywood Park Craft Brewery,Richmond, VA
0.044,18.0,1331,Hardywood Cream Ale,Cream Ale,343,12.0,343,Hardywood Park Craft Brewery,Richmond, VA
0.0559999999999999,55.0,1270,Capital Trail Pale Ale,American Pale Ale (APA),343,12.0,343,Hardywood Park Craft Brewery,Richmond, VA
0.052,15.0,2059,UFO Gingerland,Herbed / Spiced Beer,234,12.0,234,Harpoon Brewery,Boston, MA
0.062,45.0,1653,The Long Thaw White IPA,American White IPA,234,12.0,234,Harpoon Brewery,Boston, MA
0.05,28.0,1380,Harpoon Summer Beer,Kölsch,234,12.0,234,Harpoon Brewery,Boston, MA
0.059,42.0,1379,Harpoon IPA,American IPA,234,12.0,234,Harpoon Brewery,Boston, MA
0.059,20.0,1340,UFO Pumpkin,Pumpkin Ale,234,12.0,234,Harpoon Brewery,Boston, MA
0.055,30.0,1313,Harpoon Octoberfest,Märzen / Oktoberfest,234,12.0,234,Harpoon Brewery,Boston, MA
0.059,42.0,770,Harpoon IPA (2012),American IPA,234,12.0,234,Harpoon Brewery,Boston, MA
0.05,28.0,769,Harpoon Summer Beer (2012),Kölsch,234,12.0,234,Harpoon Brewery,Boston, MA
0.048,10.0,610,UFO White,American Pale Wheat Ale,234,12.0,234,Harpoon Brewery,Boston, MA
0.05,28.0,192,Harpoon Summer Beer (2010),Kölsch,234,12.0,234,Harpoon Brewery,Boston, MA
0.059,42.0,126,Harpoon IPA (2010),American IPA,234,12.0,234,Harpoon Brewery,Boston, MA
0.076,65.0,1895,Groupe G,Belgian IPA,280,16.0,280,Headlands Brewing Company,Mill Valley, CA
0.062,40.0,1894,Pt. Bonita Rustic Lager,American Pale Lager,280,16.0,280,Headlands Brewing Company,Mill Valley, CA
0.088,77.0,1893,Hill 88 Double IPA,American Double / Imperial IPA,280,16.0,280,Headlands Brewing Company,Mill Valley, CA
0.072,45.0,990,Loose Cannon,American IPA,479,12.0,479,Heavy Seas Beer,Halethorpe, MD
0.06,30.0,989,AARGHtoberfest!,Märzen / Oktoberfest,479,12.0,479,Heavy Seas Beer,Halethorpe, MD
0.063,30.0,1351,Grazias,Cream Ale,423,16.0,423,Hess Brewing Company,San Diego, CA
0.08,86.0,1346,Habitus IPA,American IPA,423,16.0,423,Hess Brewing Company,San Diego, CA
0.099,85.0,904,Ex Umbris Rye Imperial Stout,American Double / Imperial Stout,423,16.0,423,Hess Brewing Company,San Diego, CA
0.063,21.0,2295,The Golden One,American Pilsner,168,12.0,168,High Hops Brewery,Windsor, CO
0.07,68.0,2294,The Power of Zeus,American Pale Ale (APA),168,12.0,168,High Hops Brewery,Windsor, CO
0.044,22.0,824,Tonganoxie Honey Wheat,American Pale Wheat Ale,500,12.0,500,High Noon Saloon And Brewery,Leavenworth, KS
0.045,32.0,1615,The 12th Can™,American Pale Ale (APA),362,16.0,362,Hilliard's Beer,Seattle, WA
0.055,34.0,889,Hilliard's Pils,Czech Pilsener,362,16.0,362,Hilliard's Beer,Seattle, WA
0.049,20.0,724,Hilliard's Blonde,American Blonde Ale,362,16.0,362,Hilliard's Beer,Seattle, WA
0.055,60.0,497,Hilliard's Amber Ale,American Amber / Red Ale,362,16.0,362,Hilliard's Beer,Seattle, WA
0.066,30.0,496,Hilliard's Saison,Saison / Farmhouse Ale,362,16.0,362,Hilliard's Beer,Seattle, WA
0.042,25.0,1835,Provision,Saison / Farmhouse Ale,297,12.0,297,Hop Farm Brewing Company,Pittsburgh, PA
0.047,28.0,1834,One Nut Brown,American Brown Ale,297,12.0,297,Hop Farm Brewing Company,Pittsburgh, PA
0.0579999999999999,45.0,1833,Hop Farm IPA,American IPA,297,12.0,297,Hop Farm Brewing Company,Pittsburgh, PA
0.049,20.0,2195,Double D Blonde,American Blonde Ale,198,12.0,198,Hop Valley Brewing Company,Springfield, OR
0.078,60.0,1605,Festeroo Winter Ale,American Strong Ale,198,12.0,198,Hop Valley Brewing Company,Springfield, OR
0.063,70.0,1543,Proxima IPA,American IPA,198,12.0,198,Hop Valley Brewing Company,Springfield, OR
0.049,20.0,1390,Double D Blonde (2013),American Blonde Ale,198,12.0,198,Hop Valley Brewing Company,Springfield, OR
0.048,13.0,1354,541 American Lager,American Pale Lager,198,12.0,198,Hop Valley Brewing Company,Springfield, OR
0.065,90.0,1353,Alphadelic IPA,American IPA,198,12.0,198,Hop Valley Brewing Company,Springfield, OR
0.065,90.0,499,Alphadelic IPA (2011),American IPA,198,12.0,198,Hop Valley Brewing Company,Springfield, OR
0.049,20.0,498,Double D Blonde (2011),American Blonde Ale,198,12.0,198,Hop Valley Brewing Company,Springfield, OR
0.051,40.0,502,Alteration,Altbier,395,12.0,395,Hops & Grain Brewery,Austin, TX
0.06,50.0,501,Pale Dog,American Pale Ale (APA),395,12.0,395,Hops & Grain Brewery,Austin, TX
0.027,21.0,2482,Totally Radler,Radler,80,16.0,80,Hopworks Urban Brewery,Portland, OR
0.039,20.0,2400,Nonstop Hef Hop,American Pale Wheat Ale,80,16.0,80,Hopworks Urban Brewery,Portland, OR
0.039,20.0,2399,Nonstop Hef Hop,American Pale Wheat Ale,80,16.0,80,Hopworks Urban Brewery,Portland, OR
0.039,20.0,2398,Nonstop Hef Hop,American Pale Wheat Ale,80,16.0,80,Hopworks Urban Brewery,Portland, OR
0.039,20.0,2397,Nonstop Hef Hop,American Pale Wheat Ale,80,16.0,80,Hopworks Urban Brewery,Portland, OR
0.039,20.0,2396,Nonstop Hef Hop,American Pale Wheat Ale,80,16.0,80,Hopworks Urban Brewery,Portland, OR
0.039,20.0,2395,Nonstop Hef Hop,American Pale Wheat Ale,80,16.0,80,Hopworks Urban Brewery,Portland, OR
0.039,20.0,2394,Nonstop Hef Hop,American Pale Wheat Ale,80,16.0,80,Hopworks Urban Brewery,Portland, OR
0.039,20.0,2393,Nonstop Hef Hop,American Pale Wheat Ale,80,16.0,80,Hopworks Urban Brewery,Portland, OR
0.039,20.0,2392,Nonstop Hef Hop,American Pale Wheat Ale,80,16.0,80,Hopworks Urban Brewery,Portland, OR
0.039,20.0,2391,Nonstop Hef Hop,American Pale Wheat Ale,80,16.0,80,Hopworks Urban Brewery,Portland, OR
0.039,20.0,2390,Nonstop Hef Hop,American Pale Wheat Ale,80,16.0,80,Hopworks Urban Brewery,Portland, OR
0.039,20.0,2389,Nonstop Hef Hop,American Pale Wheat Ale,80,16.0,80,Hopworks Urban Brewery,Portland, OR
0.0579999999999999,60.0,2388,Rise Up Red,American Amber / Red Ale,80,16.0,80,Hopworks Urban Brewery,Portland, OR
0.0579999999999999,35.0,2200,Survival Stout,American Stout,80,16.0,80,Hopworks Urban Brewery,Portland, OR
0.066,75.0,2199,Hopworks IPA,American IPA,80,16.0,80,Hopworks Urban Brewery,Portland, OR
0.073,70.0,2193,Abominable Winter Ale,American Strong Ale,80,16.0,80,Hopworks Urban Brewery,Portland, OR
0.06,60.0,1398,Pigwar White India Pale Ale,American White IPA,80,16.0,80,Hopworks Urban Brewery,Portland, OR
0.0579999999999999,60.0,1085,Rise-Up Red (2014),American Amber / Red Ale,80,16.0,80,Hopworks Urban Brewery,Portland, OR
0.073,70.0,916,Abominable Winter Ale (2012),American Strong Ale,80,16.0,80,Hopworks Urban Brewery,Portland, OR
0.051,32.0,658,HUB Lager,Czech Pilsener,80,16.0,80,Hopworks Urban Brewery,Portland, OR
0.066,75.0,653,Hopworks IPA (2012),American IPA,80,16.0,80,Hopworks Urban Brewery,Portland, OR
0.051,17.0,2384,Laka Laka Pineapple,Hefeweizen,120,12.0,120,Horny Goat Brew Pub,Milwaukee, WI
0.068,90.0,1903,Let It Ride IPA,American IPA,277,12.0,277,Indeed Brewing Company,Minneapolis, MN
0.065,22.0,1691,Stir Crazy Winter Ale,Winter Warmer,277,12.0,277,Indeed Brewing Company,Minneapolis, MN
0.05,10.0,1555,Sweet Yamma Jamma Ale,Fruit / Vegetable Beer,277,12.0,277,Indeed Brewing Company,Minneapolis, MN
0.046,27.0,1115,Shenanigans Summer Ale,American Pale Wheat Ale,277,12.0,277,Indeed Brewing Company,Minneapolis, MN
0.065,80.0,729,Midnight Ryder,American Black Ale,277,12.0,277,Indeed Brewing Company,Minneapolis, MN
0.054,45.0,728,Day Tripper Pale Ale,American Pale Ale (APA),277,12.0,277,Indeed Brewing Company,Minneapolis, MN
0.048,32.0,2350,Oklahoma Suks,American Amber / Red Ale,140,12.0,140,Independence Brewing Company,Austin, TX
0.055,42.0,2301,Power & Light,American Pale Ale (APA),140,12.0,140,Independence Brewing Company,Austin, TX
0.059,27.0,1904,White Rabbit ,Witbier,140,12.0,140,Independence Brewing Company,Austin, TX
0.0579999999999999,58.0,2609,Tribute,American Pale Ale (APA),23,12.0,23,Indiana City Brewing,Indianapolis, IN
0.07,75.0,2038,Infamous IPA,American IPA,242,12.0,242,Infamous Brewing Company,Austin, TX
0.055,20.0,1774,Hijack,Cream Ale,242,12.0,242,Infamous Brewing Company,Austin, TX
0.045,20.0,559,Jon Boat Coastal Ale,American Blonde Ale,527,12.0,527,Intuition Ale Works,Jacksonville, FL
0.068,55.0,558,I-10 IPA,American IPA,527,12.0,527,Intuition Ale Works,Jacksonville, FL
0.053,28.0,553,People's Pale Ale,American Pale Ale (APA),527,12.0,527,Intuition Ale Works,Jacksonville, FL
0.052,18.0,2673,House Lager,Keller Bier / Zwickel Bier,2,16.0,2,Jack's Abby Craft Lagers,Framingham, MA
0.048,15.0,2672,Leisure Time,American Pale Lager,2,12.0,2,Jack's Abby Craft Lagers,Framingham, MA
0.072,80.0,2671,Excess IPL,American India Pale Lager,2,16.0,2,Jack's Abby Craft Lagers,Framingham, MA
0.067,65.0,2670,Hoponius Union,American India Pale Lager,2,12.0,2,Jack's Abby Craft Lagers,Framingham, MA
0.049,45.0,2669,Calyptra,American India Pale Lager,2,12.0,2,Jack's Abby Craft Lagers,Framingham, MA
0.055,37.0,1793,Thunder Ann,American Pale Ale (APA),312,12.0,312,Jackalope Brewing Company,Nashville, TN
0.05,15.0,2060,Weize Guy,Hefeweizen,233,12.0,233,Joseph James Brewing Company,Henderson, NV
0.05,50.0,469,Fox Tail Gluten Free Ale,American Pale Ale (APA),233,12.0,233,Joseph James Brewing Company,Henderson, NV
0.093,90.0,468,Hop Box Imperial IPA,American Double / Imperial IPA,233,12.0,233,Joseph James Brewing Company,Henderson, NV
0.052,15.0,467,Joseph James American Lager,American Adjunct Lager,233,12.0,233,Joseph James Brewing Company,Henderson, NV
0.075,24.0,2162,Lewbricator Wheat Dopplebock ,Doppelbock,208,12.0,208,Kalona Brewing Company,Kalona, IA
0.052,16.0,2374,Weisse Versa (2012),Hefeweizen,125,12.0,125,Karbach Brewing Company,Houston, TX
0.0579999999999999,25.0,1560,Mother in Lager,Munich Dunkel Lager,125,12.0,125,Karbach Brewing Company,Houston, TX
0.055,40.0,1557,Weekend Warrior Pale Ale,American Pale Ale (APA),125,12.0,125,Karbach Brewing Company,Houston, TX
0.055,25.0,1458,Karbachtoberfest,Märzen / Oktoberfest,125,12.0,125,Karbach Brewing Company,Houston, TX
0.047,20.0,1235,Love Street Summer Seasonal (2014),Kölsch,125,12.0,125,Karbach Brewing Company,Houston, TX
0.066,20.0,1068,Barn Burner Saison,Saison / Farmhouse Ale,125,12.0,125,Karbach Brewing Company,Houston, TX
0.095,85.0,666,Rodeo Clown Double IPA,American Double / Imperial IPA,125,12.0,125,Karbach Brewing Company,Houston, TX
0.049,45.0,465,Sympathy for the Lager,American Amber / Red Lager,125,12.0,125,Karbach Brewing Company,Houston, TX
0.052,15.0,464,Weisse Versa,Hefeweizen,125,12.0,125,Karbach Brewing Company,Houston, TX
0.066,70.0,463,Hopadillo India Pale Ale,American IPA,125,12.0,125,Karbach Brewing Company,Houston, TX
0.057,19.0,1678,KelSo Nut Brown Lager,Euro Dark Lager,342,12.0,342,KelSo Beer Company,Brooklyn, NY
0.06,64.0,1572,KelSo India Pale Ale,American IPA,342,12.0,342,KelSo Beer Company,Brooklyn, NY
0.055,23.0,1348,KelSo Pilsner,Czech Pilsener,342,12.0,342,KelSo Beer Company,Brooklyn, NY
0.05,15.0,1187,Peninsula Brewers Reserve (PBR),American Blonde Ale,458,12.0,458,Kenai River Brewing Company,Soldotna, AK
0.065,11.0,760,Cold Smoke Scotch Ale (2007),Scotch Ale / Wee Heavy,510,16.0,510,Kettle House Brewing Company,Missoula, MT
0.065,65.0,759,Double Haul IPA (2009),American IPA,510,16.0,510,Kettle House Brewing Company,Missoula, MT
0.065,65.0,758,Double Haul IPA (2006),American IPA,510,16.0,510,Kettle House Brewing Company,Missoula, MT
0.055,50.0,87,Eddy Out Pale Ale,American Pale Ale (APA),510,16.0,510,Kettle House Brewing Company,Missoula, MT
0.065,65.0,86,Double Haul IPA,American IPA,510,16.0,510,Kettle House Brewing Company,Missoula, MT
0.065,11.0,85,Cold Smoke Scotch Ale,Scotch Ale / Wee Heavy,510,16.0,510,Kettle House Brewing Company,Missoula, MT
0.06,70.0,1667,King Street IPA,American IPA,102,12.0,102,King Street Brewing Company,Anchorage, AK
0.057,10.0,1666,King Street Hefeweizen,Hefeweizen,102,12.0,102,King Street Brewing Company,Anchorage, AK
0.063,65.0,2460,India Pale Ale,American IPA,87,16.0,87,Kirkwood Station Brewing Company,Kirkwood, MO
0.048,11.0,2459,Blackberry Wheat,American Pale Wheat Ale,87,16.0,87,Kirkwood Station Brewing Company,Kirkwood, MO
0.046,18.0,1274,Longboard Island Lager,American Amber / Red Lager,439,24.0,439,Kona Brewing Company,Kona, HI
0.046,18.0,1220,Longboard Island Lager,American Amber / Red Lager,439,16.0,439,Kona Brewing Company,Kona, HI
0.046,18.0,1070,Longboard Island Lager,American Amber / Red Lager,439,12.0,439,Kona Brewing Company,Kona, HI
0.046,18.0,590,Longboard Island Lager,American Amber / Red Lager,439,12.0,439,Kona Brewing Company,Kona, HI
0.04,9.0,781,Choc Beer (2003),American Dark Wheat Ale,505,12.0,505,Krebs Brewing Company (Pete's Pl...,Krebs, OK
0.054,15.0,1741,A Slice of Hefen,Hefeweizen,332,16.0,332,La Cumbre Brewing Company,Albuquerque, NM
0.072,100.0,664,Elevated IPA,American IPA,332,16.0,332,La Cumbre Brewing Company,Albuquerque, NM
0.066,30.0,392,Rumspringa Golden Bock,Maibock / Helles Bock,545,12.0,545,Lancaster Brewing Company,Lancaster, PA
0.048,28.0,195,Lancaster German Style Kölsch,Kölsch,545,12.0,545,Lancaster Brewing Company,Lancaster, PA
0.05,12.0,2108,Laughing Dog Cream Ale,Cream Ale,218,12.0,218,Laughing Dog Brewing Company,Ponderay, ID
0.048,9.0,1397,Two-One Niner,American Pilsner,218,12.0,218,Laughing Dog Brewing Company,Ponderay, ID
0.064,66.0,1396,Laughing Dog IPA,American IPA,218,12.0,218,Laughing Dog Brewing Company,Ponderay, ID
0.064,95.0,1675,Madra Allta,American IPA,345,12.0,345,Lavery Brewing Company,Erie, PA
0.0559999999999999,70.0,1249,Duluchan India Pale Ale,American IPA,345,12.0,345,Lavery Brewing Company,Erie, PA
0.052,30.0,2036,Getaway,German Pilsener,244,16.0,244,Lift Bridge Brewing Company,Stillwater, MN
0.06,30.0,1168,Farm Girl Saison,Saison / Farmhouse Ale,244,16.0,244,Lift Bridge Brewing Company,Stillwater, MN
0.0579999999999999,40.0,1832,Adam's Stout,American Stout,298,12.0,298,Liquid Hero Brewery,York, PA
0.057,42.0,1688,American Hero,American Amber / Red Ale,298,12.0,298,Liquid Hero Brewery,York, PA
0.052,20.0,1687,Schweet Ale,Fruit / Vegetable Beer,298,12.0,298,Liquid Hero Brewery,York, PA
0.065,75.0,1686,Irregardless IPA,American IPA,298,12.0,298,Liquid Hero Brewery,York, PA
0.057,40.0,2434,Peach Pale Ale,American Pale Ale (APA),104,12.0,104,Lone Tree Brewing Company,Lone Tree, CO
0.057,47.0,2329,Peacemaker Pale Ale,American Pale Ale (APA),149,12.0,149,Lonerider Brewing Company,Raleigh, NC
0.0579999999999999,11.0,2327,Shotgun Betty,Hefeweizen,149,12.0,149,Lonerider Brewing Company,Raleigh, NC
0.061,30.0,2326,Sweet Josie,American Brown Ale,149,12.0,149,Lonerider Brewing Company,Raleigh, NC
0.059,42.0,1926,Long Trail IPA,English India Pale Ale (IPA),268,12.0,268,Long Trail Brewing Company,Bridgewater Corners, VT
0.046,30.0,1924,Long Trail Ale,American Amber / Red Ale,268,12.0,268,Long Trail Brewing Company,Bridgewater Corners, VT
0.072,33.0,1090,Double Bag,Altbier,268,16.0,268,Long Trail Brewing Company,Bridgewater Corners, VT
0.04,8.0,574,Blackbeary Wheat,Fruit / Vegetable Beer,268,12.0,268,Long Trail Brewing Company,Bridgewater Corners, VT
0.046,30.0,573,Long Trail Ale (1),Altbier,268,12.0,268,Long Trail Brewing Company,Bridgewater Corners, VT
0.046,8.0,2584,Gose,Gose,41,16.0,41,Lost Nation Brewing,East Fairfield, VT
0.048,20.0,2583,Vermont Pilsner,German Pilsener,41,16.0,41,Lost Nation Brewing,East Fairfield, VT
0.062,65.0,1309,Face Plant IPA,American IPA,430,12.0,430,Lost Rhino Brewing Company,Ashburn, VA
0.0559999999999999,55.0,1308,Rhino Chasers Pilsner,Czech Pilsener,430,12.0,430,Lost Rhino Brewing Company,Ashburn, VA
0.052,29.0,1571,Slow Hand Stout,American Stout,377,16.0,377,Lucette Brewing Company,Menominee, WI
0.038,18.0,2033,Pub Ale,English Dark Mild Ale,245,12.0,245,Lucky Town Brewing Company,Jackson, MS
0.051,31.0,2032,Ballistic Blonde,Belgian Pale Ale,245,12.0,245,Lucky Town Brewing Company,Jackson, MS
0.053,20.0,1153,Lumberyard Pilsner,American Pilsner,158,12.0,158,Lumberyard Brewing Company,Flagstaff, AZ
0.051,32.0,961,Mac's Scottish Style Amber Ale (2000),American Amber / Red Ale,485,12.0,485,MacTarnahans Brewing Company,Portland, OR
0.043,18.0,2209,Sol Drifter,American Blonde Ale,91,12.0,91,Madtree Brewing Company,Cincinnati, OH
0.079,18.0,1994,The Great Pumpcan,Fruit / Vegetable Beer,91,16.0,91,Madtree Brewing Company,Cincinnati, OH
0.047,11.0,1816,LIFT,Kölsch,91,12.0,91,Madtree Brewing Company,Cincinnati, OH
