abv,ibu,beer_id,beer_name,style,style_group,ounces,brewery_id
0.057,47.0,2329,Peacemaker Pale Ale,American Pale Ale (APA),American Pale Ale (APA),12.0,149
0.0579999999999999,11.0,2327,Shotgun Betty,Hefeweizen,other,12.0,149
0.061,30.0,2326,Sweet Josie,American Brown Ale,American Brown Ale,12.0,149
0.059,42.0,1926,Long Trail IPA,English India Pale Ale (IPA),other,12.0,268
0.046,30.0,1924,Long Trail Ale,American Amber / Red Ale,American Amber / Red Ale,12.0,268
0.072,33.0,1090,Double Bag,Altbier,other,16.0,268
0.04,8.0,574,Blackbeary Wheat,Fruit / Vegetable Beer,Fruit / Vegetable Beer,12.0,268
0.046,30.0,573,Long Trail Ale (1),Altbier,other,12.0,268
0.046,8.0,2584,Gose,Gose,other,16.0,41
0.048,20.0,2583,Vermont Pilsner,German Pilsener,other,16.0,41
0.062,65.0,1309,Face Plant IPA,American IPA,American IPA,12.0,430
0.0559999999999999,55.0,1308,Rhino Chasers Pilsner,Czech Pilsener,other,12.0,430
0.052,29.0,1571,Slow Hand Stout,American Stout,other,16.0,377
0.038,18.0,2033,Pub Ale,English Dark Mild Ale,other,12.0,245
0.051,31.0,2032,Ballistic Blonde,Belgian Pale Ale,other,12.0,245
0.053,20.0,1153,Lumberyard Pilsner,American Pilsner,other,12.0,158
0.051,32.0,961,Mac's Scottish Style Amber Ale (2000),American Amber / Red Ale,American Amber / Red Ale,12.0,485
0.043,18.0,2209,Sol Drifter,American Blonde Ale,American Blonde Ale,12.0,91
0.079,18.0,1994,The Great Pumpcan,Fruit / Vegetable Beer,Fruit / Vegetable Beer,16.0,91
0.047,11.0,1816,LIFT,Kölsch,Kölsch,12.0,91
0.05,40.0,1815,SPRYE,American Pale Ale (APA),American Pale Ale (APA),12.0,91
0.069,70.0,1126,Psychopathy,American IPA,American IPA,12.0,91
0.07,32.0,1125,Gnarly Brown,American Brown Ale,American Brown Ale,12.0,91
0.06,30.0,1124,Happy Amber,American Amber / Red Ale,American Amber / Red Ale,12.0,91
0.051,20.0,1813,#9,Fruit / Vegetable Beer,Fruit / Vegetable Beer,16.0,303
0.055,13.0,1113,Elder Betty,Hefeweizen,other,12.0,303
0.045,21.0,1625,Belgian Style Session Ale,Belgian Pale Ale,other,12.0,356
0.05,18.0,1484,Summer Paradise,American Pale Wheat Ale,American Pale Wheat Ale,12.0,356
0.09,30.0,1356,Monk from the 'Yunk,Tripel,other,12.0,356
0.06,14.0,1355,Schuylkill Punch,Fruit / Vegetable Beer,Fruit / Vegetable Beer,12.0,356
0.085,85.0,1334,Dreamin' Double IPA,American Double / Imperial IPA,American Double / Imperial IPA,12.0,356
0.099,93.0,1674,Chaotic Double IPA,American Double / Imperial IPA,American Double / Imperial IPA,12.0,346
0.08,88.0,1673,Manzanita IPA,American IPA,American IPA,12.0,346
0.06,25.0,1672,Riverwalk Blonde Ale,American Blonde Ale,American Blonde Ale,12.0,346
0.095,49.0,1671,Gillespie Brown Ale,American Brown Ale,American Brown Ale,12.0,346
0.066,44.0,1670,Manzanita Pale Ale,American Pale Ale (APA),American Pale Ale (APA),12.0,346
0.05,20.0,2308,River House,Saison / Farmhouse Ale,other,16.0,161
0.065,47.0,2268,Pretzel Stout,American Stout,other,16.0,161
0.05,35.0,2197,Rubberneck Red,American Amber / Red Ale,American Amber / Red Ale,16.0,161
0.065,60.0,1831,Our Legacy IPA,American IPA,American IPA,12.0,299
0.05,12.0,773,Blueberry Blonde Ale,American Blonde Ale,American Blonde Ale,12.0,299
0.051,20.0,1578,Lahaina Town Brown,American Brown Ale,American Brown Ale,12.0,375
0.06,24.0,690,Sobrehumano Palena'ole,American Amber / Red Ale,American Amber / Red Ale,12.0,375
0.05,12.0,547,La Perouse White,Witbier,other,12.0,375
0.068,68.0,435,Flyin' HI.P.Hay,American IPA,American IPA,12.0,375
0.055,15.0,313,Mana Wheat,American Pale Wheat Ale,American Pale Wheat Ale,12.0,375
0.045,18.0,33,Bikini Blonde Lager,Munich Helles Lager,other,12.0,375
0.057,30.0,32,CoCoNut Porter,American Porter,American Porter,12.0,375
0.062,65.0,31,Big Swell IPA,American IPA,American IPA,12.0,375
0.037,34.0,1237,Pit Stop Chocolate Porter,American Porter,American Porter,12.0,448
0.037,21.0,1236,Pace Setter Belgian Style Wit,Witbier,other,12.0,448
0.037,53.0,1047,Back in the Saddle Rye Pale Ale,American Pale Ale (APA),American Pale Ale (APA),12.0,448
0.072,75.0,2186,Tsunami IPA,American IPA,American IPA,19.2,203
0.042,22.0,2184,Humpback Blonde Ale,American Blonde Ale,American Blonde Ale,12.0,203
0.052,27.0,2178,Hawaiian Crow Porter,American Porter,American Porter,12.0,203
0.052,23.0,2177,Volcano Red Ale,American Amber / Red Ale,American Amber / Red Ale,12.0,203
0.054,42.0,2176,Mauna Kea Pale Ale,American Pale Ale (APA),American Pale Ale (APA),12.0,203
0.053,11.0,1508,Shark Bait,Fruit / Vegetable Beer,Fruit / Vegetable Beer,12.0,393
0.053,30.0,1507,Gator Tail Brown Ale,American Brown Ale,American Brown Ale,12.0,393
0.071,62.0,1506,Miami Vice IPA,American IPA,American IPA,12.0,393
0.053,16.0,1325,Big Rod Coconut Ale,American Blonde Ale,American Blonde Ale,12.0,393
0.063,61.0,2093,Pleasure Town,American IPA,American IPA,12.0,223
0.063,61.0,1814,Pleasure Town IPA,American IPA,American IPA,12.0,223
0.048,12.0,587,Snowshoe White Ale,Witbier,other,12.0,223
0.05,24.0,586,Kodiak Brown Ale,American Brown Ale,American Brown Ale,12.0,223
0.057,70.0,434,Sockeye Red IPA,American IPA,American IPA,12.0,223
0.08,100.0,2668,Habitus (2014),American Double / Imperial IPA,American Double / Imperial IPA,16.0,3
0.075,85.0,2667,Solis,American IPA,American IPA,16.0,3
0.06,24.0,2666,Jucundus,Wheat Ale,other,16.0,3
0.08,100.0,2664,Habitus,American Double / Imperial IPA,American Double / Imperial IPA,16.0,3
0.0579999999999999,28.0,2662,Claritas,Kölsch,Kölsch,16.0,3
0.043,8.0,2530,Daft Funk,Berliner Weissbier,other,24.0,65
0.087,80.0,1884,Hop Freak,American Double / Imperial IPA,American Double / Imperial IPA,16.0,284
0.051,24.0,1272,Louie's Demise Amber Ale,American Amber / Red Ale,American Amber / Red Ale,16.0,284
0.075,51.0,1080,Hop Happy,American IPA,American IPA,16.0,284
0.065,20.0,932,Booyah Farmhouse Ale,Saison / Farmhouse Ale,other,16.0,284
0.048,18.0,172,Flaming Damsel Lager (2010),Vienna Lager,other,16.0,284
0.051,24.0,171,Louie’s Demise Immort-Ale (2010),American Amber / Red Ale,American Amber / Red Ale,16.0,284
0.068,66.0,2441,Mission IPA,American IPA,American IPA,32.0,98
0.048,44.0,1460,El Conquistador Extra Pale Ale,American Pale Ale (APA),American Pale Ale (APA),32.0,98
0.092,75.0,1459,Shipwrecked Double IPA,American Double / Imperial IPA,American Double / Imperial IPA,32.0,98
0.075,85.0,2159,City of the Sun,American IPA,American IPA,16.0,209
0.068,75.0,2157,Booming Rollers,American IPA,American IPA,16.0,209
0.052,50.0,2156,Oneida,American Pale Ale (APA),American Pale Ale (APA),16.0,209
0.067,75.0,2154,Aurora ,American Amber / Red Ale,American Amber / Red Ale,16.0,209
0.055,30.0,1495,Lomaland,Saison / Farmhouse Ale,other,16.0,209
0.047,46.0,1494,Fortunate Islands,American Pale Wheat Ale,American Pale Wheat Ale,16.0,209
0.0579999999999999,40.0,1493,Black House,American Stout,other,16.0,209
0.065,115.0,1492,Blazing World,American Amber / Red Ale,American Amber / Red Ale,16.0,209
0.0559999999999999,28.0,1907,Montauk Summer Ale,American Blonde Ale,American Blonde Ale,12.0,276
0.06,49.0,1906,Driftwood Ale,Extra Special / Strong Bitter (ESB),other,12.0,276
0.0559999999999999,18.0,1756,When Helles Freezes Over,Munich Helles Lager,other,12.0,326
0.049,24.0,1617,Morgan Street Oktoberfest,Märzen / Oktoberfest,other,12.0,326
0.047,14.0,1052,Honey Wheat,American Pale Wheat Ale,American Pale Wheat Ale,12.0,326
0.046,24.0,1051,Black Bear Dark Lager,Schwarzbier,other,12.0,326
0.05,35.0,1046,Golden Pilsner,German Pilsener,other,12.0,326
0.052,21.0,2413,Cali Creamin',Cream Ale,other,12.0,111
0.052,21.0,2237,Towhead,American Blonde Ale,American Blonde Ale,12.0,188
0.07,70.0,2208,Lil' Helper,American IPA,American IPA,12.0,188
0.053,10.0,421,Mustang Golden Ale,American Blonde Ale,American Blonde Ale,12.0,366
0.053,14.0,420,Washita Wheat,American Pale Wheat Ale,American Pale Wheat Ale,12.0,366
0.037,10.0,2345,Gansett Light,Light Lager,other,16.0,143
0.052,30.0,2224,Bohemian Pils,American Pilsner,other,16.0,143
0.053,30.0,1775,Autocrat Coffee Milk Stout,Milk / Sweet Stout,other,16.0,143
0.086,35.0,1291,Narragansett Bohemian Pilsner,German Pilsener,other,16.0,143
0.042,24.0,1093,Narragansett Summer Ale,American Pale Wheat Ale,American Pale Wheat Ale,12.0,143
0.05,22.0,580,Narragansett Cream Ale,Cream Ale,other,16.0,143
0.07,22.0,316,Narragansett Porter,American Porter,American Porter,16.0,143
0.065,32.0,315,Narragansett Bock,Bock,other,16.0,143
0.055,15.0,314,Narragansett Fest Lager,Märzen / Oktoberfest,other,16.0,143
0.085,86.0,1265,Old Grogham Imperial India Pale Ale,American Double / Imperial IPA,American Double / Imperial IPA,16.0,387
0.085,86.0,747,Old Grogham Imperial India Pale Ale (2012),American Double / Imperial IPA,American Double / Imperial IPA,16.0,387
0.061,11.0,1705,Wick For Brains,Pumpkin Ale,other,12.0,337
0.065,65.0,1148,Nebraska India Pale Ale,American IPA,American IPA,12.0,337
0.048,10.0,1147,EOS Hefeweizen,Hefeweizen,other,12.0,337
0.048,15.0,1146,Brunette Nut Brown Ale,English Brown Ale,other,12.0,337
0.057,29.0,1145,Cardinal Pale Ale,American Pale Ale (APA),American Pale Ale (APA),12.0,337
0.045,40.0,2475,Slow Ride,American IPA,American IPA,12.0,82
0.065,70.0,2230,Ranger IPA,American IPA,American IPA,12.0,82
0.05,29.0,1987,Shift,American Pale Lager,other,12.0,82
0.0559999999999999,21.0,1978,1554 Black Lager,Euro Dark Lager,other,12.0,82
0.052,18.0,1586,Fat Tire Amber Ale,American Amber / Red Ale,American Amber / Red Ale,12.0,82
0.05,29.0,952,Shift (1),American Pale Lager,other,12.0,82
0.052,18.0,748,Fat Tire Amber Ale (2011),American Amber / Red Ale,American Amber / Red Ale,12.0,82
0.065,70.0,115,Ranger IPA (Current),American IPA,American IPA,12.0,82
0.052,18.0,71,Fat Tire Amber Ale (2008),American Amber / Red Ale,American Amber / Red Ale,12.0,82
0.034,6.0,1417,Weiss Trash Culture,Berliner Weissbier,other,12.0,410
0.088,85.0,320,Gandhi-Bot Double IPA (12 oz.),American Double / Imperial IPA,American Double / Imperial IPA,12.0,410
0.088,85.0,42,Gandhi-Bot Double IPA (16 oz.) (2010),American Double / Imperial IPA,American Double / Imperial IPA,16.0,410
0.0559999999999999,20.0,2043,Skylight,Dunkelweizen,other,12.0,241
0.0559999999999999,30.0,2042,Kadigan,American Blonde Ale,American Blonde Ale,12.0,241
0.052,50.0,2041,Dammit Jim!,American Amber / Red Ale,American Amber / Red Ale,12.0,241
0.042,35.0,2050,Cream Ale,Cream Ale,other,12.0,238
0.051,31.0,1622,Jam Session,American Pale Ale (APA),American Pale Ale (APA),16.0,359
0.072,80.0,1621,Hop Drop 'N Roll IPA,American IPA,American IPA,16.0,359
0.045,50.0,2692,Get Together,American IPA,American IPA,16.0,0
0.049,26.0,2691,Maggie's Leap,Milk / Sweet Stout,other,16.0,0
0.048,19.0,2690,Wall's End,English Brown Ale,other,16.0,0
0.06,38.0,2689,Pumpion,Pumpkin Ale,other,16.0,0
0.06,25.0,2688,Stronghold,American Porter,American Porter,16.0,0
0.0559999999999999,47.0,2687,Parapet ESB,Extra Special / Strong Bitter (ESB),other,16.0,0
0.063,42.0,1226,Three Skulls Ale Pale Ale,American Pale Ale (APA),American Pale Ale (APA),16.0,450
0.061,66.0,1258,5 Day IPA,American IPA,American IPA,12.0,442
0.051,7.0,128,O'Fallon Wheach,Fruit / Vegetable Beer,Fruit / Vegetable Beer,12.0,442
0.067,70.0,2331,Watershed IPA,American IPA,American IPA,12.0,150
0.054,24.0,1669,Oakshire Amber Ale,American Amber / Red Ale,American Amber / Red Ale,12.0,150
0.0579999999999999,27.0,1668,Overcast Espresso Stout,American Stout,other,12.0,150
0.067,70.0,999,Watershed IPA (2013),American IPA,American IPA,12.0,150
0.0819999999999999,25.0,2247,Lake Monster,Baltic Porter,other,16.0,184
0.049,27.0,2071,London Homesick Ale,English Bitter,other,12.0,184
0.048,35.0,2070,Luchesa Lager,Keller Bier / Zwickel Bier,other,12.0,184
0.092,72.0,2335,Perpetual Darkness,Belgian Strong Dark Ale,other,12.0,148
0.087,29.0,2334,Clan Warrior,Scotch Ale / Wee Heavy,other,12.0,148
0.054,36.0,2333,Psycho Penguin Vanilla Porter,American Porter,American Porter,12.0,148
0.095,19.0,1059,The Hole in Hadrian's Wall,Scottish Ale,other,16.0,471
0.065,26.0,1058,33 Select Brown Ale,American Brown Ale,American Brown Ale,16.0,471
0.06,29.0,603,Midwest Charm Farmhouse Ale,Saison / Farmhouse Ale,other,16.0,471
0.05,45.0,602,Boji Blue Pale Ale,American Pale Ale (APA),American Pale Ale (APA),16.0,471
0.057,26.0,601,Winter Games Select #32 Stout,American Stout,other,16.0,471
0.05,23.0,600,Boji Beach Golden Rye Ale,Rye Beer,other,16.0,471
0.065,65.0,1487,Falling Down Brown Ale,American Brown Ale,American Brown Ale,16.0,301
0.046,20.0,1394,Old Forge Pumpkin Ale,Pumpkin Ale,other,16.0,301
0.049,35.0,2302,Pinner Throwback IPA,American IPA,American IPA,12.0,166
0.065,65.0,1444,Dale's Pale Ale,American Pale Ale (APA),American Pale Ale (APA),12.0,166
0.053,35.0,1167,Mama's Little Yella Pils,Czech Pilsener,other,19.2,166
0.065,65.0,892,Dale's Pale Ale (10 Year Anniversary),American Pale Ale (APA),American Pale Ale (APA),12.0,166
0.065,65.0,828,Dale's Pale Ale (2012),American Pale Ale (APA),American Pale Ale (APA),12.0,166
0.087,85.0,806,Gordon Imperial Red (2010),American Double / Imperial IPA,American Double / Imperial IPA,12.0,166
0.065,65.0,755,Dale's Pale Ale (2011),American Pale Ale (APA),American Pale Ale (APA),12.0,166
0.065,65.0,754,Dale's Pale Ale (2010),American Pale Ale (APA),American Pale Ale (APA),12.0,166
0.087,85.0,726,G'KNIGHT (16 oz.),American Double / Imperial IPA,American Double / Imperial IPA,16.0,166
0.08,70.0,585,HGH (Home Grown Hops): Part Duh,American Strong Ale,other,12.0,166
0.09,60.0,391,One Hit Wonder,American Double / Imperial IPA,American Double / Imperial IPA,12.0,166
0.087,85.0,388,G'KNIGHT (12 oz.),American Double / Imperial IPA,American Double / Imperial IPA,12.0,166
0.099,98.0,8,Ten Fidy Imperial Stout,Russian Imperial Stout,other,12.0,166
0.099,100.0,6,GUBNA Imperial IPA,American Double / Imperial IPA,American Double / Imperial IPA,12.0,166
0.08,35.0,5,Old Chub,Scottish Ale,other,12.0,166
0.087,85.0,4,Gordon Ale (2009),American Double / Imperial IPA,American Double / Imperial IPA,12.0,166
0.092,85.0,805,Gordon (2005),American Double / Imperial IPA,American Double / Imperial IPA,12.0,503
0.095,98.0,804,Ten Fidy Imperial Stout (2008),Russian Imperial Stout,other,12.0,503
0.099,98.0,803,Ten Fidy Imperial Stout (2007),Russian Imperial Stout,other,12.0,503
0.08,35.0,787,Old Chub (2008),Scottish Ale,other,12.0,503
0.08,35.0,786,Old Chub (2004),Scottish Ale,other,12.0,503
0.08,35.0,785,Old Chub (2003),Scottish Ale,other,12.0,503
0.065,65.0,745,Dale's Pale Ale (2008),American Pale Ale (APA),American Pale Ale (APA),12.0,503
0.065,65.0,744,Dale's Pale Ale (2006),American Pale Ale (APA),American Pale Ale (APA),12.0,503
0.065,65.0,743,Dale's Pale Ale (2004),American Pale Ale (APA),American Pale Ale (APA),12.0,503
0.065,65.0,742,Dale's Pale Ale (2003),American Pale Ale (APA),American Pale Ale (APA),12.0,503
0.065,65.0,741,Dale's Pale Ale (2002),American Pale Ale (APA),American Pale Ale (APA),12.0,503
0.087,60.0,733,Gordon Beer (2006),American Double / Imperial IPA,American Double / Imperial IPA,12.0,503
0.087,85.0,1533,G'KNIGHT,American Double / Imperial IPA,American Double / Imperial IPA,12.0,389
0.099,98.0,1532,Ten Fidy,Russian Imperial Stout,other,12.0,389
0.08,85.0,1328,Deviant Dale's IPA,American Double / Imperial IPA,American Double / Imperial IPA,16.0,389
0.055,45.0,1908,Fresh Slice White IPA,American White IPA,other,12.0,275
0.055,55.0,1946,Overgrown American Pale Ale,American Pale Ale (APA),American Pale Ale (APA),12.0,261
0.04,39.0,1961,Ozark American Pale Ale,American Pale Ale (APA),American Pale Ale (APA),12.0,259
0.052,23.0,1268,Rustic Red,Irish Red Ale,other,16.0,441
0.053,48.0,697,Stimulator Pale Ale,American Pale Ale (APA),American Pale Ale (APA),16.0,441
0.045,22.0,696,Old Town Ale,Kölsch,Kölsch,16.0,441
0.044,28.0,695,Car 21,English Bitter,other,16.0,441
0.05,24.0,694,Cache La Porter,American Porter,American Porter,16.0,441
0.042,35.0,1805,Rodeo Rye Pale Ale,American Pale Ale (APA),American Pale Ale (APA),12.0,307
0.062,65.0,1048,Outlaw IPA,American IPA,American IPA,12.0,307
0.048,35.0,890,Payette Pale Ale,American Pale Ale (APA),American Pale Ale (APA),12.0,307
0.055,25.0,775,Mutton Buster,American Brown Ale,American Brown Ale,12.0,307
0.05,61.0,1930,Summer Session Ale,American Pale Wheat Ale,American Pale Wheat Ale,12.0,266
0.04,12.0,2238,Lobo Lito,Light Lager,other,12.0,187
0.05,17.0,2144,Robert Earl Keen Honey Pils,American Pilsner,other,12.0,187
0.065,77.0,2175,Mound Builder IPA,American IPA,American IPA,12.0,205
0.062,62.0,2168,Amazon Princess IPA,American IPA,American IPA,12.0,205
0.055,10.0,2633,Hotbox Brown,American Brown Ale,American Brown Ale,12.0,13
0.048,15.0,2632,Gold,American Blonde Ale,American Blonde Ale,12.0,13
0.065,65.0,2630,98 Problems (Cuz A Hop Ain't One),American IPA,American IPA,12.0,13
0.05,40.0,2629,Veteran’s Pale Ale (VPA),American Pale Ale (APA),American Pale Ale (APA),12.0,13
0.05,35.0,2628,Grapefruit IPA,American IPA,American IPA,12.0,13
0.0409999999999999,12.0,2635,Sparkle,American Pale Lager,other,16.0,11
0.059,25.0,1404,North 45 Amber Ale,American Amber / Red Ale,American Amber / Red Ale,16.0,11
0.069,20.0,1403,Horny Monk,Dubbel,other,16.0,11
0.067,74.0,1402,Mind's Eye PA,American IPA,American IPA,16.0,11
0.061,60.0,2312,Camelback,American IPA,American IPA,12.0,157
0.07,75.0,1384,Elephant Rock IPA,American IPA,American IPA,12.0,355
0.06,20.0,1791,Hot Date Ale,Chile Beer,other,16.0,314
0.06,24.0,1491,Sweet Potato Ale,Fruit / Vegetable Beer,Fruit / Vegetable Beer,16.0,314
0.045,18.0,1335,Float Trip Ale,American Blonde Ale,American Blonde Ale,16.0,314
0.055,25.0,847,Old Tom Porter,American Porter,American Porter,16.0,314
0.045,18.0,846,Black Walnut Wheat,American Dark Wheat Ale,other,16.0,314
0.055,20.0,521,McKinney Eddy Amber Ale,American Amber / Red Ale,American Amber / Red Ale,16.0,314
0.07,70.0,479,Missouri Mule India Pale Ale,American IPA,American IPA,16.0,314
0.069,51.0,1760,GreyBeard™ IPA,American IPA,American IPA,12.0,324
0.057,31.0,1759,Pisgah Pale Ale,American Pale Ale (APA),American Pale Ale (APA),12.0,324
0.054,45.0,2553,Mazzie,American Pale Ale (APA),American Pale Ale (APA),12.0,55
0.059,14.0,2360,Morning Wood Wheat (Current),American Pale Wheat Ale,American Pale Wheat Ale,12.0,135
0.069,17.0,1463,Hideout Helles,Munich Helles Lager,other,12.0,135
0.06,15.0,1462,Dead Eye Dunkel,Munich Dunkel Lager,other,12.0,135
0.0579999999999999,21.0,1461,Peacemaker Pilsner,Czech Pilsener,other,12.0,135
0.057,68.0,711,Over the Rail Pale Ale,American Pale Ale (APA),American Pale Ale (APA),12.0,135
0.0579999999999999,21.0,188,Pallavicini Pilsner (2009),Czech Pilsener,other,12.0,135
0.052,18.0,399,Pyramid Hefeweizen (2011),Hefeweizen,other,12.0,544
0.052,18.0,82,Haywire Hefeweizen (2010),Hefeweizen,other,16.0,544
0.045,35.0,2031,Golden Fleece,Belgian Pale Ale,other,12.0,246
0.055,30.0,2030,Smoking Mirror,American Porter,American Porter,12.0,246
0.0579999999999999,60.0,2229,Pride of Texas Pale Ale,American Pale Ale (APA),American Pale Ale (APA),12.0,176
0.044,5.0,2370,18th Anniversary Gose,Gose,other,12.0,128
0.046,25.0,2211,White (2015),Witbier,other,12.0,128
0.099,85.0,1861,BLAKKR,American Black Ale,other,12.0,128
0.051,21.0,1718,Firemans #4 Blonde Ale (2013),American Blonde Ale,American Blonde Ale,12.0,128
0.053,52.0,1091,Hans' Pils (2015),German Pilsener,other,12.0,128
0.06,50.0,1086,Four Squared (2015),American Blonde Ale,American Blonde Ale,12.0,128
0.051,21.0,830,Firemans #4 Blonde Ale (2015),American Blonde Ale,American Blonde Ale,12.0,128
0.072,55.0,1021,Watership Brown Ale,American Brown Ale,American Brown Ale,12.0,475
0.062,55.0,938,Gangway IPA,American IPA,American IPA,12.0,475
0.051,17.0,2516,Farmer's Daughter Blonde,American Blonde Ale,American Blonde Ale,16.0,68
0.055,45.0,2515,Pump House IPA,American IPA,American IPA,16.0,68
0.0579999999999999,18.0,2512,Honey Rye,Rye Beer,other,16.0,68
0.065,44.0,945,Long Hammer IPA,American IPA,American IPA,16.0,487
0.0579999999999999,27.0,339,Copper Hook (2011),American Amber / Red Ale,American Amber / Red Ale,12.0,487
0.05,16.0,2087,Blood Orange Wit,Witbier,other,16.0,225
0.05,40.0,2414,Consilium,American Pale Ale (APA),American Pale Ale (APA),12.0,110
0.09,60.0,1581,Hammer & Sickle,Russian Imperial Stout,other,12.0,110
0.07,100.0,1176,Redacted Rye IPA,American IPA,American IPA,16.0,110
0.099,100.0,1006,Elevation Triple India Pale Ale,American Double / Imperial IPA,American Double / Imperial IPA,12.0,110
0.05,25.0,1005,5:00 O'Clock Afternoon Ale,American Blonde Ale,American Blonde Ale,16.0,110
0.07,100.0,636,Ryeteous Rye IPA (2012),American IPA,American IPA,16.0,110
0.055,40.0,2576,Fist City,American Pale Ale (APA),American Pale Ale (APA),12.0,44
0.0579999999999999,15.0,609,Rosa Hibiscus Ale,Herbed / Spiced Beer,other,12.0,44
0.061,31.0,418,Fistmas Ale,Herbed / Spiced Beer,other,12.0,44
0.057,25.0,417,Oktoberfest Revolution,Märzen / Oktoberfest,other,12.0,44
0.068,28.0,416,Eugene Porter,American Porter,American Porter,12.0,44
0.065,70.0,415,Anti-Hero IPA,American IPA,American IPA,12.0,44
0.05,14.0,414,Bottom Up Belgian Wit,Witbier,other,12.0,44
0.057,42.0,2452,Hustle,American Amber / Red Ale,American Amber / Red Ale,12.0,93
0.055,42.0,2451,Pure Fury,American Pale Ale (APA),American Pale Ale (APA),12.0,93
0.06,60.0,2132,Dad,American Amber / Red Ale,American Amber / Red Ale,12.0,93
0.0579999999999999,35.0,1993,Panther,American Porter,American Porter,12.0,93
0.052,21.0,1992,Franz,Märzen / Oktoberfest,other,12.0,93
0.043,45.0,1935,Zen,American Pale Ale (APA),American Pale Ale (APA),12.0,93
0.072,75.0,1852,Truth,American IPA,American IPA,12.0,93
0.048,25.0,1851,Cougar,American Blonde Ale,American Blonde Ale,12.0,93
0.05,55.0,1771,Lil SIPA,American IPA,American IPA,16.0,321
0.055,60.0,1654,Hop Bomber Rye Pale Ale,American Pale Ale (APA),American Pale Ale (APA),16.0,321
0.05,100.0,2579,Jah Mon,American IPA,American IPA,12.0,43
0.076,78.0,1577,12th Round,American Strong Ale,other,16.0,376
0.07,80.0,1576,RoughTail IPA,American IPA,American IPA,16.0,376
0.071,36.0,2304,Sundown,Saison / Farmhouse Ale,other,12.0,164
0.0559999999999999,40.0,1842,Original Slacker Ale,English Brown Ale,other,12.0,164
0.045,28.0,1552,Dog Days Summer Ale,Kölsch,Kölsch,12.0,164
0.0559999999999999,35.0,1479,1881 California Red,American Amber / Red Ale,American Amber / Red Ale,12.0,397
0.073,55.0,1478,CAPT Black IPA,American Black Ale,other,12.0,397
0.048,42.0,1370,Ruhstaller's Gilt Edge Lager Beer,American Amber / Red Lager,other,12.0,397
0.0559999999999999,35.0,882,1881 California Red Ale,American Amber / Red Ale,American Amber / Red Ale,16.0,397
0.05,15.0,1868,Saint Archer White Ale,Witbier,other,12.0,288
0.068,66.0,1867,Saint Archer IPA,American IPA,American IPA,12.0,288
0.052,40.0,1865,Saint Archer Pale Ale,American Pale Ale (APA),American Pale Ale (APA),12.0,288
0.048,22.0,1864,Saint Archer Blonde,Kölsch,Kölsch,12.0,288
0.069,20.0,2599,Sex Panther,American Porter,American Porter,12.0,30
0.095,25.0,2073,Winter Warmer (Vault Series),Winter Warmer,other,16.0,30
0.091,99.0,2063,Count Hopula (Vault Series),American Double / Imperial IPA,American Double / Imperial IPA,16.0,30
0.05,15.0,1934,SunSpot Golden Ale,American Blonde Ale,American Blonde Ale,12.0,30
0.055,20.0,1073,Epicenter Amber Ale,American Amber / Red Ale,American Amber / Red Ale,12.0,30
0.05,15.0,1072,SanTan HefeWeizen,Hefeweizen,other,12.0,30
0.07,85.0,1071,Hop Shock IPA,American IPA,American IPA,12.0,30
0.069,20.0,852,Sex Panther (2014),American Porter,American Porter,12.0,30
0.055,45.0,850,Devil’s Ale,American Pale Ale (APA),American Pale Ale (APA),12.0,30
0.05,20.0,777,Mr. Pineapple,Fruit / Vegetable Beer,Fruit / Vegetable Beer,12.0,30
0.055,45.0,764,American Idiot Ale (2012),American Pale Ale (APA),American Pale Ale (APA),12.0,30
0.07,85.0,317,Hop Shock IPA (2010),American IPA,American IPA,12.0,30
0.05,15.0,286,SanTan HefeWeizen (2010),Hefeweizen,other,12.0,30
0.055,45.0,285,Devil’s Ale (2010),American Pale Ale (APA),American Pale Ale (APA),12.0,30
0.055,20.0,124,Epicenter Amber Ale (2010),American Amber / Red Ale,American Amber / Red Ale,12.0,30
0.0579999999999999,20.0,1392,Sanitas Saison Ale,Saison / Farmhouse Ale,other,12.0,419
0.068,65.0,1391,Sanitas Black IPA,American Black Ale,other,12.0,419
0.089,88.0,2002,Giant DIPA,American Double / Imperial IPA,American Double / Imperial IPA,16.0,252
0.055,30.0,1519,Saison 88,Saison / Farmhouse Ale,other,12.0,392
0.071,95.0,967,Black IPA,American Black Ale,other,12.0,392
0.05,11.0,1477,Oval Beach Blonde Ale,American Blonde Ale,American Blonde Ale,16.0,398
0.05,45.0,1324,Schlafly Yakima Wheat Ale,American Pale Wheat Ale,American Pale Wheat Ale,12.0,428
0.045,30.0,1078,Schlafly IPA,American IPA,American IPA,12.0,428
0.05,30.0,1077,Schlafly American Brown Ale,American Brown Ale,American Brown Ale,12.0,428
0.0409999999999999,16.0,588,Schlafly Hefeweizen,Hefeweizen,other,12.0,428
0.045,17.0,53,Schlafly Summer Lager,Munich Helles Lager,other,12.0,428
0.074,60.0,1302,Blur India Pale Ale,American IPA,American IPA,12.0,432
0.07,105.0,918,Frankenlou's IPA,American IPA,American IPA,16.0,494
0.07,55.0,917,Becky's Black Cat Porter,American Porter,American Porter,16.0,494
0.077,40.0,2250,Seventh Son of a Seventh Son,American Strong Ale,other,16.0,183
